season,team,week,games,wins,losses,win_percentage
2024,ARI,1,1,0,1,0.0
2024,ARI,2,2,1,1,0.5
2024,ARI,3,3,1,2,0.3333333333333333
2024,ARI,4,4,1,3,0.25
2024,ARI,5,5,2,3,0.4
2024,ARI,6,6,2,4,0.3333333333333333
2024,ARI,7,7,3,4,0.42857142857142855
2024,ARI,8,8,4,4,0.5
2024,ARI,9,9,5,4,0.5555555555555556
2024,ARI,10,10,6,4,0.6
2024,ARI,12,11,6,5,0.5454545454545454
2024,ARI,13,12,6,6,0.5
2024,ARI,14,13,6,7,0.46153846153846156
2024,ARI,15,14,7,7,0.5
2024,ARI,16,15,7,8,0.4666666666666667
2024,ARI,17,16,7,9,0.4375
2024,ARI,18,17,8,9,0.47058823529411764
2024,ATL,1,1,0,1,0.0
2024,ATL,2,2,1,1,0.5
2024,ATL,3,3,1,2,0.3333333333333333
2024,ATL,4,4,2,2,0.5
2024,ATL,5,5,3,2,0.6
2024,ATL,6,6,4,2,0.6666666666666666
2024,ATL,7,7,4,3,0.5714285714285714
2024,ATL,8,8,5,3,0.625
2024,ATL,9,9,6,3,0.6666666666666666
2024,ATL,10,10,6,4,0.6
2024,ATL,11,11,6,5,0.5454545454545454
2024,ATL,13,12,6,6,0.5
2024,ATL,14,13,6,7,0.46153846153846156
2024,ATL,15,14,7,7,0.5
2024,ATL,16,15,8,7,0.5333333333333333
2024,ATL,17,16,8,8,0.5
2024,ATL,18,17,8,9,0.47058823529411764
2024,BAL,1,1,0,1,0.0
2024,BAL,2,2,0,2,0.0
2024,BAL,3,3,1,2,0.3333333333333333
2024,BAL,4,4,2,2,0.5
2024,BAL,5,5,3,2,0.6
2024,BAL,6,6,4,2,0.6666666666666666
2024,BAL,7,7,5,2,0.7142857142857143
2024,BAL,8,8,5,3,0.625
2024,BAL,9,9,6,3,0.6666666666666666
2024,BAL,10,10,7,3,0.7
2024,BAL,11,11,7,4,0.6363636363636364
2024,BAL,12,12,8,4,0.6666666666666666
2024,BAL,13,13,8,5,0.6153846153846154
2024,BAL,15,14,9,5,0.6428571428571429
2024,BAL,16,15,10,5,0.6666666666666666
2024,BAL,17,16,11,5,0.6875
2024,BAL,18,17,12,5,0.7058823529411765
2024,BAL,19,18,13,5,0.7222222222222222
2024,BAL,20,19,13,6,0.6842105263157895
2024,BUF,1,1,1,0,1.0
2024,BUF,2,2,2,0,1.0
2024,BUF,3,3,3,0,1.0
2024,BUF,4,4,3,1,0.75
2024,BUF,5,5,3,2,0.6
2024,BUF,6,6,4,2,0.6666666666666666
2024,BUF,7,7,5,2,0.7142857142857143
2024,BUF,8,8,6,2,0.75
2024,BUF,9,9,7,2,0.7777777777777778
2024,BUF,10,10,8,2,0.8
2024,BUF,11,11,9,2,0.8181818181818182
2024,BUF,13,12,10,2,0.8333333333333334
2024,BUF,14,13,10,3,0.7692307692307693
2024,BUF,15,14,11,3,0.7857142857142857
2024,BUF,16,15,12,3,0.8
2024,BUF,17,16,13,3,0.8125
2024,BUF,18,17,13,4,0.7647058823529411
2024,BUF,19,18,14,4,0.7777777777777778
2024,BUF,20,19,15,4,0.7894736842105263
2024,BUF,21,20,15,5,0.75
2024,CAR,1,1,0,1,0.0
2024,CAR,2,2,0,2,0.0
2024,CAR,3,3,1,2,0.3333333333333333
2024,CAR,4,4,1,3,0.25
2024,CAR,5,5,1,4,0.2
2024,CAR,6,6,1,5,0.16666666666666666
2024,CAR,7,7,1,6,0.14285714285714285
2024,CAR,8,8,1,7,0.125
2024,CAR,9,9,2,7,0.2222222222222222
2024,CAR,10,10,3,7,0.3
2024,CAR,12,11,3,8,0.2727272727272727
2024,CAR,13,12,3,9,0.25
2024,CAR,14,13,3,10,0.23076923076923078
2024,CAR,15,14,3,11,0.21428571428571427
2024,CAR,16,15,4,11,0.26666666666666666
2024,CAR,17,16,4,12,0.25
2024,CAR,18,17,5,12,0.29411764705882354
2024,CHI,1,1,1,0,1.0
2024,CHI,2,2,1,1,0.5
2024,CHI,3,3,1,2,0.3333333333333333
2024,CHI,4,4,2,2,0.5
2024,CHI,5,5,3,2,0.6
2024,CHI,6,6,4,2,0.6666666666666666
2024,CHI,8,7,4,3,0.5714285714285714
2024,CHI,9,8,4,4,0.5
2024,CHI,10,9,4,5,0.4444444444444444
2024,CHI,11,10,4,6,0.4
2024,CHI,12,11,4,7,0.36363636363636365
2024,CHI,13,12,4,8,0.3333333333333333
2024,CHI,14,13,4,9,0.3076923076923077
2024,CHI,15,14,4,10,0.2857142857142857
2024,CHI,16,15,4,11,0.26666666666666666
2024,CHI,17,16,4,12,0.25
2024,CHI,18,17,5,12,0.29411764705882354
2024,CIN,1,1,0,1,0.0
2024,CIN,2,2,0,2,0.0
2024,CIN,3,3,0,3,0.0
2024,CIN,4,4,1,3,0.25
2024,CIN,5,5,1,4,0.2
2024,CIN,6,6,2,4,0.3333333333333333
2024,CIN,7,7,3,4,0.42857142857142855
2024,CIN,8,8,3,5,0.375
2024,CIN,9,9,4,5,0.4444444444444444
2024,CIN,10,10,4,6,0.4
2024,CIN,11,11,4,7,0.36363636363636365
2024,CIN,13,12,4,8,0.3333333333333333
2024,CIN,14,13,5,8,0.38461538461538464
2024,CIN,15,14,6,8,0.42857142857142855
2024,CIN,16,15,7,8,0.4666666666666667
2024,CIN,17,16,8,8,0.5
2024,CIN,18,17,9,8,0.5294117647058824
2024,CLE,1,1,0,1,0.0
2024,CLE,2,2,1,1,0.5
2024,CLE,3,3,1,2,0.3333333333333333
2024,CLE,4,4,1,3,0.25
2024,CLE,5,5,1,4,0.2
2024,CLE,6,6,1,5,0.16666666666666666
2024,CLE,7,7,1,6,0.14285714285714285
2024,CLE,8,8,2,6,0.25
2024,CLE,9,9,2,7,0.2222222222222222
2024,CLE,11,10,2,8,0.2
2024,CLE,12,11,3,8,0.2727272727272727
2024,CLE,13,12,3,9,0.25
2024,CLE,14,13,3,10,0.23076923076923078
2024,CLE,15,14,3,11,0.21428571428571427
2024,CLE,16,15,3,12,0.2
2024,CLE,17,16,3,13,0.1875
2024,CLE,18,17,3,14,0.17647058823529413
2024,DAL,1,1,1,0,1.0
2024,DAL,2,2,1,1,0.5
2024,DAL,3,3,1,2,0.3333333333333333
2024,DAL,4,4,2,2,0.5
2024,DAL,5,5,3,2,0.6
2024,DAL,6,6,3,3,0.5
2024,DAL,8,7,3,4,0.42857142857142855
2024,DAL,9,8,3,5,0.375
2024,DAL,10,9,3,6,0.3333333333333333
2024,DAL,11,10,3,7,0.3
2024,DAL,12,11,4,7,0.36363636363636365
2024,DAL,13,12,5,7,0.4166666666666667
2024,DAL,14,13,5,8,0.38461538461538464
2024,DAL,15,14,6,8,0.42857142857142855
2024,DAL,16,15,7,8,0.4666666666666667
2024,DAL,17,16,7,9,0.4375
2024,DAL,18,17,7,10,0.4117647058823529
2024,DEN,1,1,0,1,0.0
2024,DEN,2,2,0,2,0.0
2024,DEN,3,3,1,2,0.3333333333333333
2024,DEN,4,4,2,2,0.5
2024,DEN,5,5,3,2,0.6
2024,DEN,6,6,3,3,0.5
2024,DEN,7,7,4,3,0.5714285714285714
2024,DEN,8,8,5,3,0.625
2024,DEN,9,9,5,4,0.5555555555555556
2024,DEN,10,10,5,5,0.5
2024,DEN,11,11,6,5,0.5454545454545454
2024,DEN,12,12,7,5,0.5833333333333334
2024,DEN,13,13,8,5,0.6153846153846154
2024,DEN,15,14,9,5,0.6428571428571429
2024,DEN,16,15,9,6,0.6
2024,DEN,17,16,9,7,0.5625
2024,DEN,18,17,10,7,0.5882352941176471
2024,DEN,19,18,10,8,0.5555555555555556
2024,DET,1,1,1,0,1.0
2024,DET,2,2,1,1,0.5
2024,DET,3,3,2,1,0.6666666666666666
2024,DET,4,4,3,1,0.75
2024,DET,6,5,4,1,0.8
2024,DET,7,6,5,1,0.8333333333333334
2024,DET,8,7,6,1,0.8571428571428571
2024,DET,9,8,7,1,0.875
2024,DET,10,9,8,1,0.8888888888888888
2024,DET,11,10,9,1,0.9
2024,DET,12,11,10,1,0.9090909090909091
2024,DET,13,12,11,1,0.9166666666666666
2024,DET,14,13,12,1,0.9230769230769231
2024,DET,15,14,12,2,0.8571428571428571
2024,DET,16,15,13,2,0.8666666666666667
2024,DET,17,16,14,2,0.875
2024,DET,18,17,15,2,0.8823529411764706
2024,DET,20,18,15,3,0.8333333333333334
2024,GB,1,1,0,1,0.0
2024,GB,2,2,1,1,0.5
2024,GB,3,3,2,1,0.6666666666666666
2024,GB,4,4,2,2,0.5
2024,GB,5,5,3,2,0.6
2024,GB,6,6,4,2,0.6666666666666666
2024,GB,7,7,5,2,0.7142857142857143
2024,GB,8,8,6,2,0.75
2024,GB,9,9,6,3,0.6666666666666666
2024,GB,11,10,7,3,0.7
2024,GB,12,11,8,3,0.7272727272727273
2024,GB,13,12,9,3,0.75
2024,GB,14,13,9,4,0.6923076923076923
2024,GB,15,14,10,4,0.7142857142857143
2024,GB,16,15,11,4,0.7333333333333333
2024,GB,17,16,11,5,0.6875
2024,GB,18,17,11,6,0.6470588235294118
2024,GB,19,18,11,7,0.6111111111111112
2024,HOU,1,1,1,0,1.0
2024,HOU,2,2,2,0,1.0
2024,HOU,3,3,2,1,0.6666666666666666
2024,HOU,4,4,3,1,0.75
2024,HOU,5,5,4,1,0.8
2024,HOU,6,6,5,1,0.8333333333333334
2024,HOU,7,7,5,2,0.7142857142857143
2024,HOU,8,8,6,2,0.75
2024,HOU,9,9,6,3,0.6666666666666666
2024,HOU,10,10,6,4,0.6
2024,HOU,11,11,7,4,0.6363636363636364
2024,HOU,12,12,7,5,0.5833333333333334
2024,HOU,13,13,8,5,0.6153846153846154
2024,HOU,15,14,9,5,0.6428571428571429
2024,HOU,16,15,9,6,0.6
2024,HOU,17,16,9,7,0.5625
2024,HOU,18,17,10,7,0.5882352941176471
2024,HOU,19,18,11,7,0.6111111111111112
2024,HOU,20,19,11,8,0.5789473684210527
2024,IND,1,1,0,1,0.0
2024,IND,2,2,0,2,0.0
2024,IND,3,3,1,2,0.3333333333333333
2024,IND,4,4,2,2,0.5
2024,IND,5,5,2,3,0.4
2024,IND,6,6,3,3,0.5
2024,IND,7,7,4,3,0.5714285714285714
2024,IND,8,8,4,4,0.5
2024,IND,9,9,4,5,0.4444444444444444
2024,IND,10,10,4,6,0.4
2024,IND,11,11,5,6,0.45454545454545453
2024,IND,12,12,5,7,0.4166666666666667
2024,IND,13,13,6,7,0.46153846153846156
2024,IND,15,14,6,8,0.42857142857142855
2024,IND,16,15,7,8,0.4666666666666667
2024,IND,17,16,7,9,0.4375
2024,IND,18,17,8,9,0.47058823529411764
2024,JAX,1,1,0,1,0.0
2024,JAX,2,2,0,2,0.0
2024,JAX,3,3,0,3,0.0
2024,JAX,4,4,0,4,0.0
2024,JAX,5,5,1,4,0.2
2024,JAX,6,6,1,5,0.16666666666666666
2024,JAX,7,7,2,5,0.2857142857142857
2024,JAX,8,8,2,6,0.25
2024,JAX,9,9,2,7,0.2222222222222222
2024,JAX,10,10,2,8,0.2
2024,JAX,11,11,2,9,0.18181818181818182
2024,JAX,13,12,2,10,0.16666666666666666
2024,JAX,14,13,3,10,0.23076923076923078
2024,JAX,15,14,3,11,0.21428571428571427
2024,JAX,16,15,3,12,0.2
2024,JAX,17,16,4,12,0.25
2024,JAX,18,17,4,13,0.23529411764705882
2024,KC,1,1,1,0,1.0
2024,KC,2,2,2,0,1.0
2024,KC,3,3,3,0,1.0
2024,KC,4,4,4,0,1.0
2024,KC,5,5,5,0,1.0
2024,KC,7,6,6,0,1.0
2024,KC,8,7,7,0,1.0
2024,KC,9,8,8,0,1.0
2024,KC,10,9,9,0,1.0
2024,KC,11,10,9,1,0.9
2024,KC,12,11,10,1,0.9090909090909091
2024,KC,13,12,11,1,0.9166666666666666
2024,KC,14,13,12,1,0.9230769230769231
2024,KC,15,14,13,1,0.9285714285714286
2024,KC,16,15,14,1,0.9333333333333333
2024,KC,17,16,15,1,0.9375
2024,KC,18,17,15,2,0.8823529411764706
2024,KC,20,18,16,2,0.8888888888888888
2024,KC,21,19,17,2,0.8947368421052632
2024,KC,22,20,17,3,0.85
2024,LA,1,1,0,1,0.0
2024,LA,2,2,0,2,0.0
2024,LA,3,3,1,2,0.3333333333333333
2024,LA,4,4,1,3,0.25
2024,LA,5,5,1,4,0.2
2024,LA,7,6,2,4,0.3333333333333333
2024,LA,8,7,3,4,0.42857142857142855
2024,LA,9,8,4,4,0.5
2024,LA,10,9,4,5,0.4444444444444444
2024,LA,11,10,5,5,0.5
2024,LA,12,11,5,6,0.45454545454545453
2024,LA,13,12,6,6,0.5
2024,LA,14,13,7,6,0.5384615384615384
2024,LA,15,14,8,6,0.5714285714285714
2024,LA,16,15,9,6,0.6
2024,LA,17,16,10,6,0.625
2024,LA,18,17,10,7,0.5882352941176471
2024,LA,19,18,11,7,0.6111111111111112
2024,LA,20,19,11,8,0.5789473684210527
2024,LAC,1,1,1,0,1.0
2024,LAC,2,2,2,0,1.0
2024,LAC,3,3,2,1,0.6666666666666666
2024,LAC,4,4,2,2,0.5
2024,LAC,6,5,3,2,0.6
2024,LAC,7,6,3,3,0.5
2024,LAC,8,7,4,3,0.5714285714285714
2024,LAC,9,8,5,3,0.625
2024,LAC,10,9,6,3,0.6666666666666666
2024,LAC,11,10,7,3,0.7
2024,LAC,12,11,7,4,0.6363636363636364
2024,LAC,13,12,8,4,0.6666666666666666
2024,LAC,14,13,8,5,0.6153846153846154
2024,LAC,15,14,8,6,0.5714285714285714
2024,LAC,16,15,9,6,0.6
2024,LAC,17,16,10,6,0.625
2024,LAC,18,17,11,6,0.6470588235294118
2024,LAC,19,18,11,7,0.6111111111111112
2024,LV,1,1,0,1,0.0
2024,LV,2,2,1,1,0.5
2024,LV,3,3,1,2,0.3333333333333333
2024,LV,4,4,2,2,0.5
2024,LV,5,5,2,3,0.4
2024,LV,6,6,2,4,0.3333333333333333
2024,LV,7,7,2,5,0.2857142857142857
2024,LV,8,8,2,6,0.25
2024,LV,9,9,2,7,0.2222222222222222
2024,LV,11,10,2,8,0.2
2024,LV,12,11,2,9,0.18181818181818182
2024,LV,13,12,2,10,0.16666666666666666
2024,LV,14,13,2,11,0.15384615384615385
2024,LV,15,14,2,12,0.14285714285714285
2024,LV,16,15,3,12,0.2
2024,LV,17,16,4,12,0.25
2024,LV,18,17,4,13,0.23529411764705882
2024,MIA,1,1,1,0,1.0
2024,MIA,2,2,1,1,0.5
2024,MIA,3,3,1,2,0.3333333333333333
2024,MIA,4,4,1,3,0.25
2024,MIA,5,5,2,3,0.4
2024,MIA,7,6,2,4,0.3333333333333333
2024,MIA,8,7,2,5,0.2857142857142857
2024,MIA,9,8,2,6,0.25
2024,MIA,10,9,3,6,0.3333333333333333
2024,MIA,11,10,4,6,0.4
2024,MIA,12,11,5,6,0.45454545454545453
2024,MIA,13,12,5,7,0.4166666666666667
2024,MIA,14,13,6,7,0.46153846153846156
2024,MIA,15,14,6,8,0.42857142857142855
2024,MIA,16,15,7,8,0.4666666666666667
2024,MIA,17,16,8,8,0.5
2024,MIA,18,17,8,9,0.47058823529411764
2024,MIN,1,1,1,0,1.0
2024,MIN,2,2,2,0,1.0
2024,MIN,3,3,3,0,1.0
2024,MIN,4,4,4,0,1.0
2024,MIN,5,5,5,0,1.0
2024,MIN,7,6,5,1,0.8333333333333334
2024,MIN,8,7,5,2,0.7142857142857143
2024,MIN,9,8,6,2,0.75
2024,MIN,10,9,7,2,0.7777777777777778
2024,MIN,11,10,8,2,0.8
2024,MIN,12,11,9,2,0.8181818181818182
2024,MIN,13,12,10,2,0.8333333333333334
2024,MIN,14,13,11,2,0.8461538461538461
2024,MIN,15,14,12,2,0.8571428571428571
2024,MIN,16,15,13,2,0.8666666666666667
2024,MIN,17,16,14,2,0.875
2024,MIN,18,17,14,3,0.8235294117647058
2024,MIN,19,18,14,4,0.7777777777777778
2024,NE,1,1,1,0,1.0
2024,NE,2,2,1,1,0.5
2024,NE,3,3,1,2,0.3333333333333333
2024,NE,4,4,1,3,0.25
2024,NE,5,5,1,4,0.2
2024,NE,6,6,1,5,0.16666666666666666
2024,NE,7,7,1,6,0.14285714285714285
2024,NE,8,8,2,6,0.25
2024,NE,9,9,2,7,0.2222222222222222
2024,NE,10,10,3,7,0.3
2024,NE,11,11,3,8,0.2727272727272727
2024,NE,12,12,3,9,0.25
2024,NE,13,13,3,10,0.23076923076923078
2024,NE,15,14,3,11,0.21428571428571427
2024,NE,16,15,3,12,0.2
2024,NE,17,16,3,13,0.1875
2024,NE,18,17,4,13,0.23529411764705882
2024,NO,1,1,1,0,1.0
2024,NO,2,2,2,0,1.0
2024,NO,3,3,2,1,0.6666666666666666
2024,NO,4,4,2,2,0.5
2024,NO,5,5,2,3,0.4
2024,NO,6,6,2,4,0.3333333333333333
2024,NO,7,7,2,5,0.2857142857142857
2024,NO,8,8,2,6,0.25
2024,NO,9,9,2,7,0.2222222222222222
2024,NO,10,10,3,7,0.3
2024,NO,11,11,4,7,0.36363636363636365
2024,NO,13,12,4,8,0.3333333333333333
2024,NO,14,13,5,8,0.38461538461538464
2024,NO,15,14,5,9,0.35714285714285715
2024,NO,16,15,5,10,0.3333333333333333
2024,NO,17,16,5,11,0.3125
2024,NO,18,17,5,12,0.29411764705882354
2024,NYG,1,1,0,1,0.0
2024,NYG,2,2,0,2,0.0
2024,NYG,3,3,1,2,0.3333333333333333
2024,NYG,4,4,1,3,0.25
2024,NYG,5,5,2,3,0.4
2024,NYG,6,6,2,4,0.3333333333333333
2024,NYG,7,7,2,5,0.2857142857142857
2024,NYG,8,8,2,6,0.25
2024,NYG,9,9,2,7,0.2222222222222222
2024,NYG,10,10,2,8,0.2
2024,NYG,12,11,2,9,0.18181818181818182
2024,NYG,13,12,2,10,0.16666666666666666
2024,NYG,14,13,2,11,0.15384615384615385
2024,NYG,15,14,2,12,0.14285714285714285
2024,NYG,16,15,2,13,0.13333333333333333
2024,NYG,17,16,3,13,0.1875
2024,NYG,18,17,3,14,0.17647058823529413
2024,NYJ,1,1,0,1,0.0
2024,NYJ,2,2,1,1,0.5
2024,NYJ,3,3,2,1,0.6666666666666666
2024,NYJ,4,4,2,2,0.5
2024,NYJ,5,5,2,3,0.4
2024,NYJ,6,6,2,4,0.3333333333333333
2024,NYJ,7,7,2,5,0.2857142857142857
2024,NYJ,8,8,2,6,0.25
2024,NYJ,9,9,3,6,0.3333333333333333
2024,NYJ,10,10,3,7,0.3
2024,NYJ,11,11,3,8,0.2727272727272727
2024,NYJ,13,12,3,9,0.25
2024,NYJ,14,13,3,10,0.23076923076923078
2024,NYJ,15,14,4,10,0.2857142857142857
2024,NYJ,16,15,4,11,0.26666666666666666
2024,NYJ,17,16,4,12,0.25
2024,NYJ,18,17,5,12,0.29411764705882354
2024,PHI,1,1,1,0,1.0
2024,PHI,2,2,1,1,0.5
2024,PHI,3,3,2,1,0.6666666666666666
2024,PHI,4,4,2,2,0.5
2024,PHI,6,5,3,2,0.6
2024,PHI,7,6,4,2,0.6666666666666666
2024,PHI,8,7,5,2,0.7142857142857143
2024,PHI,9,8,6,2,0.75
2024,PHI,10,9,7,2,0.7777777777777778
2024,PHI,11,10,8,2,0.8
2024,PHI,12,11,9,2,0.8181818181818182
2024,PHI,13,12,10,2,0.8333333333333334
2024,PHI,14,13,11,2,0.8461538461538461
2024,PHI,15,14,12,2,0.8571428571428571
2024,PHI,16,15,12,3,0.8
2024,PHI,17,16,13,3,0.8125
2024,PHI,18,17,14,3,0.8235294117647058
2024,PHI,19,18,15,3,0.8333333333333334
2024,PHI,20,19,16,3,0.8421052631578947
2024,PHI,21,20,17,3,0.85
2024,PHI,22,21,18,3,0.8571428571428571
2024,PIT,1,1,1,0,1.0
2024,PIT,2,2,2,0,1.0
2024,PIT,3,3,3,0,1.0
2024,PIT,4,4,3,1,0.75
2024,PIT,5,5,3,2,0.6
2024,PIT,6,6,4,2,0.6666666666666666
2024,PIT,7,7,5,2,0.7142857142857143
2024,PIT,8,8,6,2,0.75
2024,PIT,10,9,7,2,0.7777777777777778
2024,PIT,11,10,8,2,0.8
2024,PIT,12,11,8,3,0.7272727272727273
2024,PIT,13,12,9,3,0.75
2024,PIT,14,13,10,3,0.7692307692307693
2024,PIT,15,14,10,4,0.7142857142857143
2024,PIT,16,15,10,5,0.6666666666666666
2024,PIT,17,16,10,6,0.625
2024,PIT,18,17,10,7,0.5882352941176471
2024,PIT,19,18,10,8,0.5555555555555556
2024,SEA,1,1,1,0,1.0
2024,SEA,2,2,2,0,1.0
2024,SEA,3,3,3,0,1.0
2024,SEA,4,4,3,1,0.75
2024,SEA,5,5,3,2,0.6
2024,SEA,6,6,3,3,0.5
2024,SEA,7,7,4,3,0.5714285714285714
2024,SEA,8,8,4,4,0.5
2024,SEA,9,9,4,5,0.4444444444444444
2024,SEA,11,10,5,5,0.5
2024,SEA,12,11,6,5,0.5454545454545454
2024,SEA,13,12,7,5,0.5833333333333334
2024,SEA,14,13,8,5,0.6153846153846154
2024,SEA,15,14,8,6,0.5714285714285714
2024,SEA,16,15,8,7,0.5333333333333333
2024,SEA,17,16,9,7,0.5625
2024,SEA,18,17,10,7,0.5882352941176471
2024,SF,1,1,1,0,1.0
2024,SF,2,2,1,1,0.5
2024,SF,3,3,1,2,0.3333333333333333
2024,SF,4,4,2,2,0.5
2024,SF,5,5,2,3,0.4
2024,SF,6,6,3,3,0.5
2024,SF,7,7,3,4,0.42857142857142855
2024,SF,8,8,4,4,0.5
2024,SF,10,9,5,4,0.5555555555555556
2024,SF,11,10,5,5,0.5
2024,SF,12,11,5,6,0.45454545454545453
2024,SF,13,12,5,7,0.4166666666666667
2024,SF,14,13,6,7,0.46153846153846156
2024,SF,15,14,6,8,0.42857142857142855
2024,SF,16,15,6,9,0.4
2024,SF,17,16,6,10,0.375
2024,SF,18,17,6,11,0.35294117647058826
2024,TB,1,1,1,0,1.0
2024,TB,2,2,2,0,1.0
2024,TB,3,3,2,1,0.6666666666666666
2024,TB,4,4,3,1,0.75
2024,TB,5,5,3,2,0.6
2024,TB,6,6,4,2,0.6666666666666666
2024,TB,7,7,4,3,0.5714285714285714
2024,TB,8,8,4,4,0.5
2024,TB,9,9,4,5,0.4444444444444444
2024,TB,10,10,4,6,0.4
2024,TB,12,11,5,6,0.45454545454545453
2024,TB,13,12,6,6,0.5
2024,TB,14,13,7,6,0.5384615384615384
2024,TB,15,14,8,6,0.5714285714285714
2024,TB,16,15,8,7,0.5333333333333333
2024,TB,17,16,9,7,0.5625
2024,TB,18,17,10,7,0.5882352941176471
2024,TB,19,18,10,8,0.5555555555555556
2024,TEN,1,1,0,1,0.0
2024,TEN,2,2,0,2,0.0
2024,TEN,3,3,0,3,0.0
2024,TEN,4,4,1,3,0.25
2024,TEN,6,5,1,4,0.2
2024,TEN,7,6,1,5,0.16666666666666666
2024,TEN,8,7,1,6,0.14285714285714285
2024,TEN,9,8,2,6,0.25
2024,TEN,10,9,2,7,0.2222222222222222
2024,TEN,11,10,2,8,0.2
2024,TEN,12,11,3,8,0.2727272727272727
2024,TEN,13,12,3,9,0.25
2024,TEN,14,13,3,10,0.23076923076923078
2024,TEN,15,14,3,11,0.21428571428571427
2024,TEN,16,15,3,12,0.2
2024,TEN,17,16,3,13,0.1875
2024,TEN,18,17,3,14,0.17647058823529413
2024,WAS,1,1,0,1,0.0
2024,WAS,2,2,1,1,0.5
2024,WAS,3,3,2,1,0.6666666666666666
2024,WAS,4,4,3,1,0.75
2024,WAS,5,5,4,1,0.8
2024,WAS,6,6,4,2,0.6666666666666666
2024,WAS,7,7,5,2,0.7142857142857143
2024,WAS,8,8,6,2,0.75
2024,WAS,9,9,7,2,0.7777777777777778
2024,WAS,10,10,7,3,0.7
2024,WAS,11,11,7,4,0.6363636363636364
2024,WAS,12,12,7,5,0.5833333333333334
2024,WAS,13,13,8,5,0.6153846153846154
2024,WAS,15,14,9,5,0.6428571428571429
2024,WAS,16,15,10,5,0.6666666666666666
2024,WAS,17,16,11,5,0.6875
2024,WAS,18,17,12,5,0.7058823529411765
2024,WAS,19,18,13,5,0.7222222222222222
2024,WAS,20,19,14,5,0.7368421052631579
2024,WAS,21,20,14,6,0.7
